Full Node Name|System Status|Solution Name
ck200052201065.via.novonet|in production|aviva uk:storage & backup prd hpb(x)
ck200052201066.via.novonet|in production|aviva uk:storage & backup prd hpb(x)
ck200052700064.via.novonet|in production|aviva uk:storage & backup prd hpb(x)
cleese.via.novonet|in production|aviva uk:backup management prd hpp
cmcsp51 cluster.via.novonet|in production|aviva uk:mpo dev hpg
cmcsp51a.ecs.com|in production|aviva uk:exceed claims pre hpg(x)
cmcsp51b.ecs.com|in production|aviva uk:exceed claims dev hpg(x)
cndl003a.via.novonet|in production|aviva uk:magnitude cartesis finance prd hpg
cndl003b.via.novonet|in production|aviva uk:magnitude cartesis finance prd hpg
cndl003c.via.novonet|in production|aviva uk:magnitude cartesis finance prd hpg
cndl003d.via.novonet|in production|aviva uk:magnitude cartesis finance prd hpg
cndl003zc cluster.via.novonet|in production|aviva uk:business objects (agc) dev hpb
cndl003zc cluster.via.novonet|in production|aviva uk:business objects (agc) prd hps
cndl003zc cluster.via.novonet|in production|aviva uk:business objects (agc) pre hps
cndl003zc cluster.via.novonet|in production|aviva uk:business objects (agc) tst hps
cndl003zc cluster.via.novonet|in production|aviva uk:documentum prd hpg
cndl003zc cluster.via.novonet|in production|aviva uk:magnitude cartesis finance dev hpb
cndl003zc cluster.via.novonet|in production|aviva uk:magnitude cartesis finance prd hpg
cndl003zc cluster.via.novonet|in production|aviva uk:magnitude cartesis finance pre hps
cndl003zc cluster.via.novonet|in production|aviva uk:magnitude cartesis finance tst hps
cndl014a.ecs.com|in production|aviva uk:hsbc internet prd hpg
cndl014a.ecs.com|in production|aviva uk:my policy prd hpg(x)
cndl014a.ecs.com|in production|aviva uk:postx prd hpg(x)
cndl014a.ecs.com|in production|aviva uk:seps prd hpg
cndl014b.ecs.com|in production|aviva uk:hsbc internet prd hpg
cndl014b.ecs.com|in production|aviva uk:my policy prd hpg(x)
cndl014b.ecs.com|in production|aviva uk:postx prd hpg(x)
cndl014b.ecs.com|in production|aviva uk:seps prd hpg
cndl014zc cluster.via.novonet|in production|aviva uk:hsbc internet prd hpg
cndl014zc cluster.via.novonet|in production|aviva uk:my policy prd hpg(x)
cndl014zc cluster.via.novonet|in production|aviva uk:postx prd hpg(x)
cndl014zc cluster.via.novonet|in production|aviva uk:seps prd hpg
cndp305 cluster.via.novonet|in production|aviva uk:mpo dev hpg
cndp305a.via.novonet|in production|aviva uk:exceed claims pre hpg(x)
cndp305b.via.novonet|in production|aviva uk:exceed claims pre hpg(x)
cndp306 cluster.via.novonet|in production|aviva uk:exceed claims pre hpg(x)
cndp306a.via.novonet|in production|aviva uk:exceed claims pre hpg(x)
cndp306b.via.novonet|in production|aviva uk:exceed claims pre hpg(x)
cndp307 cluster.via.novonet|in production|aviva uk:mpo dev hpg
cndp307a.via.novonet|in production|aviva uk:exceed claims pre hpg(x)
cndp307b.via.novonet|in production|aviva uk:exceed claims pre hpg(x)
cndp491zc clusters.via.novonet|in production|aviva uk:sql server management hps(x)
colorado.via.novonet|in production|aviva uk:box management prd hpg(x)
colorado.via.novonet|in production|aviva uk:muppet prd hpg(x)
con1.via.novonet|in production|aviva uk:mainframe server management tst hpb(x)
con2.via.novonet|in production|aviva uk:mainframe server management tst hpb(x)
conman1.via.novonet|in production|aviva uk:midrange console server prd hps
conman18.via.novonet|in production|aviva uk:midrange console server prd hps
conman30.via.novonet|in production|aviva uk:midrange console server prd hps
conqueror cluster.via.novonet|in production|aviva uk:spotlight prd hpg
cooper.via.novonet|in production|aviva uk:ads mod hpg
cooper.via.novonet|in production|aviva uk:ads prd hpg
cooper.via.novonet|in production|aviva uk:ads sit hpg
cooper.via.novonet|in production|aviva uk:ads trn hpg
cooper.via.novonet|in production|aviva uk:qds prd hpg
cooper.via.novonet|in production|aviva uk:wps prd hpg(x)
cork.via.novonet|in production|aviva uk:message broker prd hpg(x)
cppdmqb.via.novonet|in production|aviva uk:xml new joiner prd hpp
cppdmqc.via.novonet|in production|aviva uk:xml new joiner prd hpp
cpportd01.via.novonet|in production|aviva uk:corporate pension portal prd hpg
cprdmqb.via.novonet|in production|aviva uk:xml new joiner prd hpp
cprdmqc.via.novonet|in production|aviva uk:xml new joiner prd hpp
crewasp01.via.novonet|in production|aviva uk:ukgi bucket hp hs
crewasp02.via.novonet|move to obsolescence|aviva uk:creditor prd hpp
crewasr01.via.novonet|move to obsolescence|aviva uk:creditor prd hpp
crewasr02.via.novonet|move to obsolescence|aviva uk:creditor prd hpp
csmihsp02.via.novonet|deinstalled|aviva uk:cosmic claims prd hpg
csmihsr02.via.novonet|deinstalled|aviva uk:cosmic claims pre hpg
csyswcc.via.novonet|in production|aviva uk:wcc dev hpg
csyswcc.via.novonet|in production|aviva uk:xml new joiner tst hpg
ctxact01.via.novonet|in production|aviva uk:prophet prd hps(x)
ctxact02.via.novonet|in production|aviva uk:prophet prd hps(x)
ctxact03.via.novonet|in production|aviva uk:prophet prd hps(x)
ctxact16.via.novonet|in production|aviva uk:prophet prd hps(x)
ctxl003p.via.novonet|in production|aviva uk:sbc finance01 prd hps(x)
ctxl006z.via.novonet|in production|aviva uk:sbc infrastructure norwich prd hps(x)
ctxl007z.via.novonet|in production|aviva uk:sbc infrastructure norwich prd hps(x)
ctxl008z.via.novonet|in production|aviva uk:sbc infrastructure norwich prd hps(x)
ctxl009z.via.novonet|in production|aviva uk:sbc infrastructure norwich prd hps(x)
ctxl315p.via.novonet|in production|aviva uk:sbc healthcare01-spire prd hps
ctxl317p.via.novonet|in production|aviva uk:sbc life01-spire prd hps
ctxl338p.via.novonet|in production|aviva uk:life 01 lmg prd hps
ctxl340p.via.novonet|in production|aviva uk:life 01 lmg prd hps
ctxl341p.via.novonet|in production|aviva uk:sbc hp01-spire prd hps
ctxl342p.via.novonet|in production|aviva uk:nui 01 lmg prd hps(x)
ctxl343p.via.novonet|in production|aviva uk:fin01 lmg prd hps
ctxl351p.via.novonet|in production|aviva uk:gi02 lmg prd hps
ctxl352p.via.novonet|in production|aviva uk:gi02 lmg prd hps
ctxl379p.via.novonet|in production|aviva uk:sbc gi01-spire prd hps
ctxl380p.via.novonet|in production|aviva uk:sbc finance01-spire prd hps(x)
ctxl381p.via.novonet|in production|aviva uk:sbc itsupport prd hps(x)
ctxl389p.via.novonet|in production|aviva uk:gi02 lmg prd hps
ctxl395p.via.novonet|obsolete|aviva uk:gi02 lmg prd hps
ctxl432a.via.novonet|in production|aviva uk:tlm smartstream prd hps
ctxl433a.via.novonet|in production|aviva uk:tlm smartstream prd hps
ctxl434a.via.novonet|in production|aviva uk:tlm smartstream prd hps
damselfly cluster.via.novonet|in production|aviva uk:pci prd hpg(x)
data0702.via.novonet|in production|aviva uk:data management prd hps
datasink0.via.novonet|in production|aviva uk:tivoli monitoring dev hpg(x)
datasink0.via.novonet|in production|aviva uk:tivoli monitoring prd hpg(x)
datasink1.via.novonet|in production|aviva uk:tivoli monitoring dev hpg(x)
datasink1.via.novonet|in production|aviva uk:tivoli monitoring prd hpg(x)
datg (dsg).via.novonet|in production|aviva uk:abacus ca cashbook & cashman dev hps
datg (dsg).via.novonet|in production|aviva uk:abacus ca cashbook & cashman tst hps
datg (dsg).via.novonet|in production|aviva uk:abacus ca payprep tst hps
datg (dsg).via.novonet|in production|aviva uk:accumulation dev hps
datg (dsg).via.novonet|in production|aviva uk:acpm (ukhe) dev hps
datg (dsg).via.novonet|in production|aviva uk:agency master dev hps
datg (dsg).via.novonet|in production|aviva uk:aquadata dev hps
datg (dsg).via.novonet|in production|aviva uk:aquarius dev hps
datg (dsg).via.novonet|in production|aviva uk:aries (ukgi) dev hps
datg (dsg).via.novonet|in production|aviva uk:blast dev hps
datg (dsg).via.novonet|in production|aviva uk:bmmi dev hps
datg (dsg).via.novonet|in production|aviva uk:cardmaster dev hps
datg (dsg).via.novonet|in production|aviva uk:cardmaster tst hps
datg (dsg).via.novonet|in production|aviva uk:cmlp policy tracking dev hps
datg (dsg).via.novonet|in production|aviva uk:commercial ari dev hps
datg (dsg).via.novonet|in production|aviva uk:commercial flood dev hps
datg (dsg).via.novonet|in production|aviva uk:common performance mart dev hps
datg (dsg).via.novonet|in production|aviva uk:corpdata dev hps
datg (dsg).via.novonet|in production|aviva uk:cover note dev hps
datg (dsg).via.novonet|in production|aviva uk:cps tst hps
datg (dsg).via.novonet|in production|aviva uk:creditor diary dev hps
datg (dsg).via.novonet|in production|aviva uk:crisp dev hps
datg (dsg).via.novonet|in production|aviva uk:dave dev hps
datg (dsg).via.novonet|in production|aviva uk:electronic collections dev hps
datg (dsg).via.novonet|in production|aviva uk:employer liability database dev hps
datg (dsg).via.novonet|in production|aviva uk:enhanced data warehouse dev hps
datg (dsg).via.novonet|in production|aviva uk:exceed campaign manager dev hps
datg (dsg).via.novonet|in production|aviva uk:exceed claims dev hps(x)
datg (dsg).via.novonet|in production|aviva uk:exceed policy tst hps(x)
datg (dsg).via.novonet|in production|aviva uk:file handling system dev hps
datg (dsg).via.novonet|in production|aviva uk:fleet rmi dev hps
datg (dsg).via.novonet|in production|aviva uk:flex time recording dev hps
datg (dsg).via.novonet|in production|aviva uk:flood & subsidence dev hps
datg (dsg).via.novonet|in production|aviva uk:focol tst hps(x)
datg (dsg).via.novonet|in production|aviva uk:ftii tst hps
datg (dsg).via.novonet|in production|aviva uk:gi client tst hps
datg (dsg).via.novonet|in production|aviva uk:handling unit look up dev hps
datg (dsg).via.novonet|in production|aviva uk:home claims - cps tst hps
datg (dsg).via.novonet|in production|aviva uk:mailing deletions dev hps
datg (dsg).via.novonet|in production|aviva uk:mars dev hps
datg (dsg).via.novonet|in production|aviva uk:mi marts dev hps
datg (dsg).via.novonet|in production|aviva uk:mid tst hps
datg (dsg).via.novonet|in production|aviva uk:motor claims - cps tst hps
datg (dsg).via.novonet|in production|aviva uk:nud information warehouse dev hps
datg (dsg).via.novonet|in production|aviva uk:nui data warehouse dev hps
datg (dsg).via.novonet|in production|aviva uk:oep dashboard dev hps
datg (dsg).via.novonet|in production|aviva uk:paf (ukgi) dev hps
datg (dsg).via.novonet|in production|aviva uk:payment authorisation dev hps
datg (dsg).via.novonet|in production|aviva uk:pe tst hps
datg (dsg).via.novonet|in production|aviva uk:personal lines u/w authorities dev hps
datg (dsg).via.novonet|in production|aviva uk:plant safety dev hps
datg (dsg).via.novonet|in production|aviva uk:pluto dev hps
datg (dsg).via.novonet|in production|aviva uk:poet dev hps
datg (dsg).via.novonet|in production|aviva uk:product catalogue dev hps
datg (dsg).via.novonet|in production|aviva uk:quad dev hps
datg (dsg).via.novonet|in production|aviva uk:red flag risks dev hps
datg (dsg).via.novonet|in production|aviva uk:rita ii uat hps
datg (dsg).via.novonet|in production|aviva uk:sam dev hps
datg (dsg).via.novonet|in production|aviva uk:seps dev hps
datg (dsg).via.novonet|in production|aviva uk:service management dev hps
datg (dsg).via.novonet|in production|aviva uk:supplier mi dev hps
datg (dsg).via.novonet|in production|aviva uk:tms - travel medical screening dev hps
datg (dsg).via.novonet|in production|aviva uk:total incident management - sps dev hps
datg (dsg).via.novonet|in production|aviva uk:trojan mi dev hps
datg (dsg).via.novonet|in production|aviva uk:ukdi policy tracking (ned) dev hps
datg (dsg).via.novonet|in production|aviva uk:underwriting self-assessment dev hps
datl001w.via.novonet|in production|aviva uk:autoenrolment fileshare dev hps
datl001w.via.novonet|in production|aviva uk:autoenrolment fileshare prd hps
datl001w.via.novonet|in production|aviva uk:data management prd hps
datl001w.via.novonet|in production|aviva uk:lotus notes prd hps(x)
datl002w.via.novonet|in production|aviva uk:data management prd hps
datl003w.via.novonet|in production|aviva uk:data management prd hps
datl004w.via.novonet|in production|aviva uk:aries (ukl) prd hps
datl004w.via.novonet|in production|aviva uk:data management prd hps
datl004w.via.novonet|in production|aviva uk:dos winapps prd hps(x)
datl005w.via.novonet|in production|aviva uk:aries (ukl) prd hpb
datl005w.via.novonet|in production|aviva uk:data management prd hpb(x)
datl005w.via.novonet|in production|aviva uk:dos winapps prd hpb
datl010n.via.novonet|in production|aviva uk:aries (ukl) prd hpb
datl010n.via.novonet|in production|aviva uk:data management prd hpb(x)
datl015w.via.novonet|in production|aviva uk:data management tst hps
datl024w.via.novonet|in production|aviva uk:data management prd hps
datl024w.via.novonet|in production|aviva uk:lotus notes prd hps(x)
datl029iv.via.novonet|in production|aviva uk:business objects (agc) dev hpg
datl029iv.via.novonet|in production|aviva uk:business objects (agc) prd hpg
datl029iv.via.novonet|in production|aviva uk:business objects (agc) pre hpg
datl029iv.via.novonet|in production|aviva uk:business objects (agc) tst hpg
datl029iv.via.novonet|in production|aviva uk:business objects (life) dev hpg(x)
datl029iv.via.novonet|in production|aviva uk:data management prd hpg
datl029iv.via.novonet|in production|aviva uk:magnitude cartesis finance prd hpg(x)
datl030iv.via.novonet|in production|aviva uk:business objects (agc) dev hpg
datl030iv.via.novonet|in production|aviva uk:business objects (agc) prd hpg
datl030iv.via.novonet|in production|aviva uk:business objects (agc) pre hpg
datl030iv.via.novonet|in production|aviva uk:business objects (agc) tst hpg
datl030iv.via.novonet|in production|aviva uk:business objects (life) dev hpg(x)
datl030iv.via.novonet|in production|aviva uk:business objects (life) prd hpg(x)
datl030iv.via.novonet|in production|aviva uk:capes prd hpg(x)
datl030iv.via.novonet|in production|aviva uk:documentum prd hpg
datl030iv.via.novonet|in production|aviva uk:illustrations prd hpg
datl031w.via.novonet|in production|aviva uk:data management prd hps
datl036w.via.novonet|in production|aviva uk:data management prd hpb(x)
datl042f.via.novonet|in production|aviva uk:data management prd hpb(x)
datl042f.via.novonet|in production|aviva uk:lotus notes prd hpb
datl045w.via.novonet|in production|aviva uk:data management prd hpb(x)
datl047f.via.novonet|in production|aviva uk:data management prd hpb(x)
datl047f.via.novonet|in production|aviva uk:lotus notes prd hpb
datl048s.via.novonet|in production|aviva uk:data management prd hps
datl048s.via.novonet|in production|aviva uk:lotus notes prd hps(x)
datl048s.via.novonet|in production|aviva uk:ukdi data feed prd hps
datl049s.via.novonet|in production|aviva uk:data management prd hps
datl049s.via.novonet|in production|aviva uk:lotus notes prd hps(x)
datl050s.via.novonet|in production|aviva uk:data management prd hps
datl050s.via.novonet|in production|aviva uk:file server prd hps(x)
datl052s.via.novonet|in production|aviva uk:data management prd hpb(x)
datl053s.via.novonet|in production|aviva uk:data management prd hpb(x)
datl053s.via.novonet|in production|aviva uk:lotus notes prd hpb
datl054s.via.novonet|in production|aviva uk:data management prd hpb(x)
datl055s.via.novonet|in production|aviva uk:data management prd hpb(x)
datl056s.via.novonet|in production|aviva uk:data management prd hps
datl056s.via.novonet|in production|aviva uk:lotus notes prd hps(x)
datl057w.via.novonet|in production|aviva uk:data management prd hpb(x)
datl059w.via.novonet|in production|aviva uk:data management prd hps
datl060w.via.novonet|in production|aviva uk:data management prd hps
datl061s.via.novonet|in production|aviva uk:data management prd hps
datl061s.via.novonet|in production|aviva uk:lotus notes prd hps(x)
datl062s.via.novonet|in production|aviva uk:data management prd hps
datl062s.via.novonet|in production|aviva uk:lotus notes prd hps(x)
