Solution Name|Instance System Name|Instance Solution Name|Instance Name
aviva uk:adviser portal (secure) pre hpg|uknwsavhp234.via.novonet|tivoli access manager - webseal|uklap_ppd_ex_#w234
aviva uk:adviser portal (public) pre hpg|wbslr01.via.novonet|tivoli access manager - webseal|uklap_ppd_ex_#wbslr01
aviva uk:adviser portal (public) pre hpg|wbslr02.via.novonet|tivoli access manager - webseal|uklap_ppd_ex_#wbslr02
aviva uk:adviser portal (public) pre hpg|wbslr03.via.novonet|tivoli access manager - webseal|uklap_ppd_ex_#wbslr03
aviva uk:adviser portal (public) pre hpg|wbslr04.via.novonet|tivoli access manager - webseal|uklap_ppd_ex_#wbslr04
aviva uk:adviser portal (secure) prd hpg|ukncsavhp231.via.novonet|tivoli access manager - webseal|uklap_prd_ex_#c231
aviva uk:adviser portal (secure) prd hpg|ukncsavhp232.via.novonet|tivoli access manager - webseal|uklap_prd_ex_#c232
aviva uk:adviser portal (secure) prd hpg|uknwsavhp231.via.novonet|tivoli access manager - webseal|uklap_prd_ex_#w231
aviva uk:adviser portal (secure) prd hpg|uknwsavhp232.via.novonet|tivoli access manager - webseal|uklap_prd_ex_#w232
aviva uk:adviser portal (public) prd hpg|wbslp01.via.novonet|tivoli access manager - webseal|uklap_prd_ex_#wbslp01
aviva uk:adviser portal (public) prd hpg|wbslp02.via.novonet|tivoli access manager - webseal|uklap_prd_ex_#wbslp02
aviva uk:adviser portal (public) prd hpg|wbslp03.via.novonet|tivoli access manager - webseal|uklap_prd_ex_#wbslp03
aviva uk:adviser portal (public) prd hpg|wbslp04.via.novonet|tivoli access manager - webseal|uklap_prd_ex_#wbslp04
aviva uk:adviser portal (secure) prv hpg|ukncsavhp231.via.novonet|tivoli access manager - webseal|uklap_pvw_ex_#c231
aviva uk:adviser portal (secure) prv hpg|ukncsavhp232.via.novonet|tivoli access manager - webseal|uklap_pvw_ex_#c232
aviva uk:adviser portal (public) prv hpg|wbslp01.via.novonet|tivoli access manager - webseal|uklap_pvw_ex_#wbslp01
aviva uk:adviser portal (public) prv hpg|wbslp03.via.novonet|tivoli access manager - webseal|uklap_pvw_ex_#wbslp03
aviva uk:adviser portal (public) prv hpg|wbslp01.via.novonet|tivoli access manager - webseal|uklap_pvw_prd_ex_#wbslp01
aviva uk:adviser portal (public) prv hpg|wbslp02.via.novonet|tivoli access manager - webseal|uklap_pvw_prd_ex_#wbslp02
aviva uk:adviser portal (public) prv hpg|wbslp03.via.novonet|tivoli access manager - webseal|uklap_pvw_prd_ex_#wbslp03
aviva uk:adviser portal (public) prv hpg|wbslp04.via.novonet|tivoli access manager - webseal|uklap_pvw_prd_ex_#wbslp04
aviva uk:adviser portal (secure) prv hps|ukncsaviv201.via.novonet|websphere portal|uklap_pvw_wp-dmgr
aviva uk:adviser portal (secure) prv hps|wbihsp99.via.novonet|websphere http server instance|uklap_pvw_wp_http1
aviva uk:adviser portal (secure) sit hps|ukncsaviv121.via.novonet|tivoli access manager - webseal|uklap_sit_ex_#c121
aviva uk:adviser portal (secure) sit hps|ukncsaviv111.via.novonet|websphere portal|uklap_sit_wp-dmgr
aviva uk:adviser portal (secure) sit hps|ukncsaviv111.via.novonet|websphere http server instance|uklap_sit_wp_http1
aviva uk:adviser portal (secure) sit hps|ukncsaviv111.via.novonet|websphere portal|uklap_sit_wp_por_c1_s1
aviva uk:adviser portal (secure) sit hps|ukncsaviv111.via.novonet|websphere portal|uklap_sit_wp_pse_c1_s1
aviva uk:adviser portal (secure) sit hps|ukncsaviv111.via.novonet|websphere portal|uklap_sit_wp_was_c1_s1
aviva uk:adviser portal (secure) tst hps|ukncsaviv121.via.novonet|tivoli access manager - webseal|uklap_sys_ex_#c121
aviva uk:adviser portal (secure) tst hpb|ukncsavhp236.via.novonet|tivoli access manager - webseal|uklap_sys_ex_#c236
aviva uk:adviser portal (secure) tst hps|ukncsaviv123.via.novonet|websphere portal|uklap_sys_wp-dmgr
aviva uk:adviser portal (secure) tst hps|ukncsaviv123.via.novonet|websphere http server instance|uklap_sys_wp_http1
aviva uk:adviser portal (secure) tst hps|ukncsaviv123.via.novonet|websphere portal|uklap_sys_wp_por_c1_s1
aviva uk:adviser portal (secure) tst hps|ukncsaviv123.via.novonet|websphere portal|uklap_sys_wp_pse_c1_s1
aviva uk:adviser portal (secure) tst hps|ukncsaviv123.via.novonet|websphere portal|uklap_sys_wp_was_c1_s1
aviva uk:adviser portal (secure) uat hps|wbslu02.via.novonet|tivoli access manager - webseal|uklap_uat2_uat_ex_#wbslu02
aviva uk:adviser portal (secure) uat hps|uknwsavhp237.via.novonet|tivoli access manager - webseal|uklap_uat_ex_#w237
aviva uk:adviser portal (secure) uat hps|wbslu02.via.novonet|tivoli access manager - webseal|uklap_uat_ex_#wbslu02
aviva uk:adviser portal (secure) uat hps|uknwsaviv140.via.novonet|websphere portal|uklap_uat_wp-dmgr
aviva uk:adviser portal (secure) uat hps|uknwsaviv140.via.novonet|websphere http server instance|uklap_uat_wp_http1
aviva uk:adviser portal (secure) uat hps|uknwsaviv140.via.novonet|websphere portal|uklap_uat_wp_por_c1_s1
aviva uk:adviser portal (secure) uat hps|uknwsaviv140.via.novonet|websphere portal|uklap_uat_wp_pse_c1_s1
aviva uk:adviser portal (secure) uat hps|uknwsaviv140.via.novonet|websphere portal|uklap_uat_wp_was_c1_s1
aviva uk:asc extranet dev hps|uknwsaviv121.via.novonet|tivoli access manager - webseal|uklasc_dev_ex_#w121
aviva uk:asc extranet dev hpg|uknwsavhp236.via.novonet|tivoli access manager - webseal|uklasc_dev_ex_#w236
aviva uk:asc extranet prd hpg|ukncsavhp231.via.novonet|tivoli access manager - webseal|uklasc_int_prd_ex_#c231
aviva uk:asc extranet prd hpg|ukncsavhp232.via.novonet|tivoli access manager - webseal|uklasc_int_prd_ex_#c232
aviva uk:asc extranet prd hpg|uknwsavhp231.via.novonet|tivoli access manager - webseal|uklasc_int_prd_ex_#w231
aviva uk:asc extranet prd hpg|uknwsavhp232.via.novonet|tivoli access manager - webseal|uklasc_int_prd_ex_#w232
aviva uk:asc extranet prd hpg|wbslp01.via.novonet|tivoli access manager - webseal|uklasc_int_prd_ex_#wbslp01
aviva uk:asc extranet prd hpg|wbslp02.via.novonet|tivoli access manager - webseal|uklasc_int_prd_ex_#wbslp02
aviva uk:asc extranet prd hpg|wbslp03.via.novonet|tivoli access manager - webseal|uklasc_int_prd_ex_#wbslp03
aviva uk:asc extranet prd hpg|wbslp04.via.novonet|tivoli access manager - webseal|uklasc_int_prd_ex_#wbslp04
aviva uk:asc extranet prv hpg|wbslp01.via.novonet|tivoli access manager - webseal|uklasc_int_pvw_ex_#wbslp01
aviva uk:asc extranet prv hpg|wbslp03.via.novonet|tivoli access manager - webseal|uklasc_int_pvw_ex_#wbslp03
aviva uk:asc extranet prd hpg|ukncsavhp231.via.novonet|tivoli access manager - webseal|uklasc_int_pvw_prd_ex_#c231
aviva uk:asc extranet prd hpg|ukncsavhp232.via.novonet|tivoli access manager - webseal|uklasc_int_pvw_prd_ex_#c232
aviva uk:asc extranet prd hpg|uknwsavhp231.via.novonet|tivoli access manager - webseal|uklasc_int_pvw_prd_ex_#w231
aviva uk:asc extranet prd hpg|uknwsavhp232.via.novonet|tivoli access manager - webseal|uklasc_int_pvw_prd_ex_#w232
aviva uk:asc extranet prv hpg|wbslp01.via.novonet|tivoli access manager - webseal|uklasc_int_pvw_prd_ex_#wbslp01
aviva uk:asc extranet prv hpg|wbslp02.via.novonet|tivoli access manager - webseal|uklasc_int_pvw_prd_ex_#wbslp02
aviva uk:asc extranet prv hpg|wbslp03.via.novonet|tivoli access manager - webseal|uklasc_int_pvw_prd_ex_#wbslp03
aviva uk:asc extranet prv hpg|wbslp04.via.novonet|tivoli access manager - webseal|uklasc_int_pvw_prd_ex_#wbslp04
aviva uk:asc extranet pre hpg|ukncsavhp233.via.novonet|tivoli access manager - webseal|uklasc_ppd_ex_#c233
aviva uk:asc extranet pre hpg|ukncsavhp234.via.novonet|tivoli access manager - webseal|uklasc_ppd_ex_#c234
aviva uk:asc extranet pre hpg|uknwsavhp233.via.novonet|tivoli access manager - webseal|uklasc_ppd_ex_#w233
aviva uk:asc extranet pre hpg|uknwsavhp234.via.novonet|tivoli access manager - webseal|uklasc_ppd_ex_#w234
aviva uk:asc extranet pre hpg|wbslr01.via.novonet|tivoli access manager - webseal|uklasc_ppd_ex_#wbslr01
aviva uk:asc extranet pre hpg|wbslr02.via.novonet|tivoli access manager - webseal|uklasc_ppd_ex_#wbslr02
aviva uk:asc extranet pre hpg|wbslr03.via.novonet|tivoli access manager - webseal|uklasc_ppd_ex_#wbslr03
aviva uk:asc extranet pre hpg|wbslr04.via.novonet|tivoli access manager - webseal|uklasc_ppd_ex_#wbslr04
aviva uk:asc extranet prd hpg|wbslp01.via.novonet|tivoli access manager - webseal|uklasc_prd_ex_#wbslp01
aviva uk:asc extranet prd hpg|wbslp02.via.novonet|tivoli access manager - webseal|uklasc_prd_ex_#wbslp02
aviva uk:asc extranet prd hpg|wbslp03.via.novonet|tivoli access manager - webseal|uklasc_prd_ex_#wbslp03
aviva uk:asc extranet prd hpg|wbslp04.via.novonet|tivoli access manager - webseal|uklasc_prd_ex_#wbslp04
aviva uk:asc extranet prv hpg|ukncsavhp231.via.novonet|tivoli access manager - webseal|uklasc_pvw_ex_#c231
aviva uk:asc extranet prv hpg|ukncsavhp232.via.novonet|tivoli access manager - webseal|uklasc_pvw_ex_#c232
aviva uk:asc extranet prv hpg|wbslp01.via.novonet|tivoli access manager - webseal|uklasc_pvw_ex_#wbslp01
aviva uk:asc extranet prv hpg|wbslp03.via.novonet|tivoli access manager - webseal|uklasc_pvw_ex_#wbslp03
aviva uk:asc extranet prv hpg|wbslp01.via.novonet|tivoli access manager - webseal|uklasc_pvw_prd_ex_#wbslp01
aviva uk:asc extranet prv hpg|wbslp02.via.novonet|tivoli access manager - webseal|uklasc_pvw_prd_ex_#wbslp02
aviva uk:asc extranet prv hpg|wbslp03.via.novonet|tivoli access manager - webseal|uklasc_pvw_prd_ex_#wbslp03
aviva uk:asc extranet prv hpg|wbslp04.via.novonet|tivoli access manager - webseal|uklasc_pvw_prd_ex_#wbslp04
aviva uk:asc extranet sit hps|ukncsaviv121.via.novonet|tivoli access manager - webseal|uklasc_sit_ex_#c121
aviva uk:asc extranet tst hps|ukncsaviv121.via.novonet|tivoli access manager - webseal|uklasc_sys_ex_#c121
aviva uk:asc extranet tst hpb|ukncsavhp236.via.novonet|tivoli access manager - webseal|uklasc_sys_ex_#c236
aviva uk:asc extranet uat hps|uknwsavhp237.via.novonet|tivoli access manager - webseal|uklasc_uat_ex_#w237
aviva uk:asc extranet uat hps|wbslu02.via.novonet|tivoli access manager - webseal|uklasc_uat_ex_#wbslu02
aviva uk:tam 6 (ecommerce) prd hps|uknwsavhp236.via.novonet|tivoli access manager - webseal|uklbp_dev_ex_#w236
aviva uk:tam 6 (ecommerce) prd hps|wbslp02.via.novonet|tivoli access manager - webseal|uklbp_pvw_ex_#wbslp02
aviva uk:tam 6 (ecommerce) prd hpg|wbslp04.via.novonet|tivoli access manager - webseal|uklbp_pvw_ex_#wbslp04
aviva uk:prosper b2c life - barclays tst hpb|ukncsavhp236.via.novonet|tivoli access manager - webseal|uklbp_sys_ex_#c236
aviva uk:tam 6 (ecommerce) prd hps|uknwsavhp237.via.novonet|tivoli access manager - webseal|uklbp_uat_ex_#w237
aviva uk:bre (life) dev hpg|uknwsaviv194.via.novonet|websphere as instance|uklbre_dev_was-dmgr
aviva uk:bre (life) dev hpg|uknwsaviv194.via.novonet|websphere as instance|uklbre_dev_was_c1_s1
aviva uk:bre (life) dev hpg|uknwsaviv194.via.novonet|websphere http server instance|uklbre_dev_was_http
aviva uk:bre (life) prd hpg|ukhacn20 cluster.via.novonet|websphere as instance|uklbre_live_was-dmgr
aviva uk:bre (life) prd hpg|ukhacn39 cluster.via.novonet|websphere as instance|uklbre_live_was_c1_s1
aviva uk:bre (life) prd hpg|ukhacn39 cluster.via.novonet|websphere as instance|uklbre_live_was_c1_s2
aviva uk:bre (life) pre hpg|ukhacn36 cluster.via.novonet|websphere as instance|uklbre_pp_was_c1_s1
aviva uk:bre (ukhe) pre hpg|ukhacn36 cluster.via.novonet|websphere as instance|uklbre_pp_was_c1_s1
aviva uk:bre (life) pre hpg|ukhacn37 cluster.via.novonet|websphere as instance|uklbre_pp_was_c1_s2
aviva uk:bre (ukhe) pre hpg|ukhacn37 cluster.via.novonet|websphere as instance|uklbre_pp_was_c1_s2
aviva uk:bre (ukhe) pre hpg|uknwsaviv208.via.novonet|websphere http server instance|uklbre_pp_was_http2
aviva uk:bre (life) pre hpg|ukncsaviv207.via.novonet|websphere http server instance|uklbre_pp_was_http3
aviva uk:bre (life) tst hpg|ukncsaviv194.via.novonet|websphere as instance|uklbre_sys_was-dmgr
aviva uk:bre (life) tst hpg|ukncsaviv194.via.novonet|websphere as instance|uklbre_sys_was_c1_s1
aviva uk:bre (life) tst hpg|ukncsaviv194.via.novonet|websphere http server instance|uklbre_sys_was_http
aviva uk:bre (life) uat hps|uknwsaviv206.via.novonet|websphere as instance|uklbre_uat_was-dmgr
aviva uk:bre (life) uat hps|uknwsaviv206.via.novonet|websphere as instance|uklbre_uat_was_c1_s1
aviva uk:bre (life) uat hps|uknwsaviv206.via.novonet|websphere http server instance|uklbre_uat_was_http
aviva uk:common esb (ukl) dev hps|uknwsaviv201.via.novonet|websphere esb|uklcom_dev1_esb-dmgr
aviva uk:common esb (ukl) dev hps|uknwsaviv201.via.novonet|websphere esb|uklcom_dev1_esb_app_c1.uklcom_dev1_esb_n1.0
aviva uk:common esb (ukl) dev hps|uknwsaviv201.via.novonet|websphere http server instance|uklcom_dev1_esb_http1
aviva uk:common esb (ukl) dev hps|uknwsaviv201.via.novonet|websphere esb|uklcom_dev1_esb_me_c1.uklcom_dev1_esb_n1.0
aviva uk:common wps (ukl) dev hps|uknwsaviv201.via.novonet|websphere process server|uklcom_dev1_wps-dmgr
aviva uk:common wps (ukl) dev hps|uknwsaviv201.via.novonet|websphere process server|uklcom_dev1_wps_bpc_c1.uklcom_dev1_wps_n1.0
aviva uk:common wps (ukl) dev hps|uknwsaviv201.via.novonet|websphere http server instance|uklcom_dev1_wps_http
aviva uk:common wps (ukl) dev hps|uknwsaviv201.via.novonet|websphere process server|uklcom_dev1_wps_me_c1.uklcom_dev1_wps_n1.0
aviva uk:common wps (ukl) dev hps|uknwsaviv201.via.novonet|websphere process server|uklcom_dev1_wps_sup_c1.uklcom_dev1_wps_n1.0
aviva uk:common esb (ukl) dev hps|uknwsaviv125.via.novonet|websphere esb|uklcom_dev_esb-dmgr
aviva uk:common esb (ukl) dev hps|uknwsaviv125.via.novonet|websphere esb|uklcom_dev_esb_app_c1.uklcom_dev_esb_n1.0
aviva uk:common esb (ukl) dev hps|uknwsaviv125.via.novonet|websphere http server instance|uklcom_dev_esb_http
aviva uk:common esb (ukl) dev hps|uknwsaviv125.via.novonet|websphere esb|uklcom_dev_esb_me_c1.uklcom_dev_esb_n1.0
aviva uk:common esb (ukl) dev hps|uknwsaviv125.via.novonet|websphere esb|uklcom_dev_esb_sup_c1.uklcom_dev_esb_n1.0
aviva uk:common wps (ukl) dev hps|uknwsaviv127.via.novonet|websphere process server|uklcom_dev_wps-dmgr
aviva uk:common wps (ukl) dev hps|uknwsaviv127.via.novonet|websphere process server|uklcom_dev_wps_bpc_c1.uklcom_dev_wps_n1.0
aviva uk:common wps (ukl) dev hps|uknwsaviv127.via.novonet|websphere http server instance|uklcom_dev_wps_http
aviva uk:common wps (ukl) dev hps|uknwsaviv127.via.novonet|websphere process server|uklcom_dev_wps_me_c1.uklcom_dev_wps_n1.0
aviva uk:common wps (ukl) dev hps|uknwsaviv127.via.novonet|websphere process server|uklcom_dev_wps_sup_c1.uklcom_dev_wps_n1.0
aviva uk:common esb (ukl) pre hpg|ukhacn10 cluster.via.novonet|websphere esb|uklcom_pp_esb1-dmgr
aviva uk:common esb (ukl) pre hpg|ukhacn10 cluster.via.novonet|websphere esb|uklcom_pp_esb2-dmgr
aviva uk:common wps (ukl) pre hpg|ukhacn10 cluster.via.novonet|websphere process server|uklcom_pp_wps-dmgr
aviva uk:common wps (ukl) pre hpg|ukhacn18 cluster.via.novonet|websphere process server|uklcom_pp_wps_bpc_c1.uklcom_pp_wps_n1.0
aviva uk:common wps (ukl) pre hpg|ukhacn18 cluster.via.novonet|websphere process server|uklcom_pp_wps_bpc_c1.uklcom_pp_wps_n2.0
aviva uk:common wps (ukl) pre hpg|ukhacn18 cluster.via.novonet|websphere http server instance|uklcom_pp_wps_http4
aviva uk:common wps (ukl) pre hpg|ukhacn18 cluster.via.novonet|websphere process server|uklcom_pp_wps_me_c1.uklcom_pp_wps_n1.0
aviva uk:common wps (ukl) pre hpg|ukhacn18 cluster.via.novonet|websphere process server|uklcom_pp_wps_me_c1.uklcom_pp_wps_n2.0
aviva uk:common wps (ukl) pre hpg|ukhacn18 cluster.via.novonet|websphere process server|uklcom_pp_wps_sup_c1.uklcom_pp_wps_n1.0
aviva uk:common wps (ukl) pre hpg|ukhacn18 cluster.via.novonet|websphere process server|uklcom_pp_wps_sup_c1.uklcom_pp_wps_n2.0
aviva uk:common esb (ukl) prv hps|uknwsaviv366.via.novonet|websphere esb|uklcom_pvw2_esb-dmgr
aviva uk:common esb (ukl) prv hps|uknwsaviv366.via.novonet|websphere esb|uklcom_pvw2_esb_app_c1.uklcom_pvw2_esb_n1.0
aviva uk:common esb (ukl) prv hps|uknwsaviv366.via.novonet|websphere http server instance|uklcom_pvw2_esb_http
aviva uk:common esb (ukl) prv hps|uknwsaviv366.via.novonet|websphere esb|uklcom_pvw2_esb_me_c1.uklcom_pvw2_esb_n1.0
aviva uk:common wps (ukl) prv hps|uknwsaviv367.via.novonet|websphere process server|uklcom_pvw2_wps-dmgr
aviva uk:common wps (ukl) prv hps|uknwsaviv367.via.novonet|websphere process server|uklcom_pvw2_wps_bpc_c1.uklcom_pvw2_wps_n1.0
aviva uk:common wps (ukl) prv hps|uknwsaviv367.via.novonet|websphere http server instance|uklcom_pvw2_wps_http
aviva uk:common wps (ukl) prv hps|uknwsaviv367.via.novonet|websphere process server|uklcom_pvw2_wps_me_c1.uklcom_pvw2_wps_n1.0
aviva uk:common wps (ukl) prv hps|uknwsaviv367.via.novonet|websphere process server|uklcom_pvw2_wps_sup_c1.uklcom_pvw2_wps_n1.0
aviva uk:common esb (ukl) prv hpg|ukhacn10 cluster.via.novonet|websphere esb|uklcom_pvw_esb-dmgr
aviva uk:common wps (ukl) prv hps|ukncsaviv203.via.novonet|websphere process server|uklcom_pvw_wps-dmgr
aviva uk:common wps (ukl) prv hps|ukncsaviv203.via.novonet|websphere process server|uklcom_pvw_wps_bpc_c1.uklcom_pvw_wps_n1.0
aviva uk:common wps (ukl) prv hps|ukncsaviv203.via.novonet|websphere http server instance|uklcom_pvw_wps_http
aviva uk:common wps (ukl) prv hps|ukncsaviv203.via.novonet|websphere process server|uklcom_pvw_wps_me_c1.uklcom_pvw_wps_n1.0
aviva uk:common wps (ukl) prv hps|ukncsaviv203.via.novonet|websphere process server|uklcom_pvw_wps_sup_c1.uklcom_pvw_wps_n1.0
aviva uk:common esb (ukl) sit hps|ukncsaviv112.via.novonet|websphere esb|uklcom_sit_esb-dmgr
aviva uk:common esb (ukl) sit hps|ukncsaviv112.via.novonet|websphere http server instance|uklcom_sit_esb_http1
aviva uk:common esb (ukl) sit hps|ukncsaviv112.via.novonet|websphere http server instance|uklcom_sit_esb_me_c1.uklcom_sit_esb_n1.0
aviva uk:common wps (ukl) sit hps|ukncsaviv113.via.novonet|websphere process server|uklcom_sit_wps-dmgr
aviva uk:common wps (ukl) sit hps|ukncsaviv113.via.novonet|websphere process server|uklcom_sit_wps_bpc_c1.uklcom_sit_wps_n1.0
aviva uk:common wps (ukl) sit hps|ukncsaviv113.via.novonet|websphere http server instance|uklcom_sit_wps_http
aviva uk:common wps (ukl) sit hps|ukncsaviv113.via.novonet|websphere process server|uklcom_sit_wps_me_c1.uklcom_sit_wps_n1.0
aviva uk:common wps (ukl) sit hps|ukncsaviv113.via.novonet|websphere process server|uklcom_sit_wps_sup_c1.uklcom_sit_wps_n1.0
aviva uk:common esb (ukl) tst hps|ukncsaviv124.via.novonet|websphere esb|uklcom_sys_esb-dmgr
aviva uk:common esb (ukl) tst hps|ukncsaviv124.via.novonet|websphere esb|uklcom_sys_esb_app_c1.uklcom_sys_esb_n1.0
aviva uk:common esb (ukl) tst hps|ukncsaviv124.via.novonet|websphere http server instance|uklcom_sys_esb_http
aviva uk:common esb (ukl) tst hps|ukncsaviv124.via.novonet|websphere esb|uklcom_sys_esb_me_c1.uklcom_sys_esb_n1.0
aviva uk:common wps (ukl) tst hps|ukncsaviv125.via.novonet|websphere process server|uklcom_sys_wps-dmgr
aviva uk:common wps (ukl) tst hps|ukncsaviv125.via.novonet|websphere process server|uklcom_sys_wps_bpc_c1.uklcom_sys_wps_n1.0
aviva uk:common wps (ukl) tst hps|ukncsaviv125.via.novonet|websphere http server instance|uklcom_sys_wps_http
aviva uk:common wps (ukl) tst hps|ukncsaviv125.via.novonet|websphere process server|uklcom_sys_wps_me_c1.uklcom_sys_wps_n1.0
aviva uk:common wps (ukl) tst hps|ukncsaviv125.via.novonet|websphere process server|uklcom_sys_wps_sup_c1.uklcom_sys_wps_n1.0
aviva uk:common esb (ukl) uat hps|uknwsaviv141.via.novonet|websphere esb|uklcom_uat_esb-dmgr
aviva uk:common esb (ukl) uat hps|uknwsaviv141.via.novonet|websphere http server instance|uklcom_uat_esb_http
aviva uk:common esb (ukl) uat hps|uknwsaviv141.via.novonet|websphere esb|uklcom_uat_esb_me_c1.uklcom_uat_esb_n1.0
aviva uk:common wps (ukl) uat hps|uknwsaviv142.via.novonet|websphere process server|uklcom_uat_wps-dmgr
aviva uk:common wps (ukl) uat hps|uknwsaviv142.via.novonet|websphere process server|uklcom_uat_wps_bpc_c1.uklcom_uat_wps_n1.0
aviva uk:common wps (ukl) uat hps|uknwsaviv142.via.novonet|websphere http server instance|uklcom_uat_wps_http
aviva uk:common wps (ukl) uat hps|uknwsaviv142.via.novonet|websphere process server|uklcom_uat_wps_me_c1.uklcom_uat_wps_n1.0
aviva uk:common wps (ukl) uat hps|uknwsaviv142.via.novonet|websphere process server|uklcom_uat_wps_sup_c1.uklcom_uat_wps_n1.0
aviva uk:customer portal dev hpg|uknwsaviv121.via.novonet|tivoli access manager - webseal|uklcp1_dev_ex_#w121
aviva uk:customer portal dev hpg|uknwsavhp236.via.novonet|tivoli access manager - webseal|uklcp1_dev_ex_#w236
aviva uk:customer portal dev hps|uknwsaviv200.via.novonet|websphere portal|uklcp_dev1_wcm-dmgr
aviva uk:customer portal dev hps|uknwsaviv200.via.novonet|websphere http server instance|uklcp_dev1_wcm_http1
aviva uk:customer portal dev hps|uknwsaviv200.via.novonet|websphere portal|uklcp_dev1_wcm_por_c1_s1
aviva uk:customer portal dev hps|uknwsaviv200.via.novonet|websphere portal|uklcp_dev1_wp-dmgr
aviva uk:customer portal dev hps|uknwsaviv200.via.novonet|websphere http server instance|uklcp_dev1_wp_http1
aviva uk:customer portal dev hps|uknwsaviv200.via.novonet|websphere portal|uklcp_dev1_wp_por_c1_s1
aviva uk:customer portal dev hps|uknwsaviv200.via.novonet|websphere portal|uklcp_dev1_wp_pse_c1_s1
aviva uk:customer portal dev hps|uknwsaviv200.via.novonet|websphere portal|uklcp_dev1_wp_was_c1_s1
aviva uk:customer portal dev hps|ukncsaviv121.via.novonet|tivoli access manager - webseal|uklcp_dev_ex_#c121
aviva uk:customer portal dev hps|uknwsaviv121.via.novonet|tivoli access manager - webseal|uklcp_dev_ex_#w121
aviva uk:customer portal dev hps|uknwsaviv124.via.novonet|websphere portal|uklcp_dev_wcm-dmgr
aviva uk:customer portal dev hps|uknwsaviv124.via.novonet|websphere portal|uklcp_dev_wcm_i1
aviva uk:customer portal dev hps|uknwsaviv124.via.novonet|websphere portal|uklcp_dev_wcm_por_c1_s1
aviva uk:customer portal dev hps|uknwsaviv124.via.novonet|websphere portal|uklcp_dev_wp-dmgr
aviva uk:customer portal dev hps|uknwsaviv124.via.novonet|websphere portal|uklcp_dev_wp_i1
aviva uk:customer portal dev hps|uknwsaviv124.via.novonet|websphere portal|uklcp_dev_wp_por_c1_s1
aviva uk:customer portal dev hps|uknwsaviv124.via.novonet|websphere portal|uklcp_dev_wp_was_c1_s1
aviva uk:customer portal prd hpg|ukhacn20 cluster.via.novonet|websphere portal|uklcp_live_wp1-dmgr
aviva uk:customer portal pre hpg|wbihsr02.via.novonet|websphere http server instance|uklcp_pp_wp1_http1
aviva uk:customer portal pre hpg|wbihsr04.via.novonet|websphere http server instance|uklcp_pp_wp1_http2
aviva uk:customer portal pre hpg|wbihsr01.via.novonet|websphere http server instance|uklcp_pp_wp2_http1
aviva uk:customer portal pre hpg|wbihsr03.via.novonet|websphere http server instance|uklcp_pp_wp2_http2
aviva uk:customer portal pre hpg|ukncsavhp233.via.novonet|tivoli access manager - webseal|uklcp_ppd_ex_#c233
aviva uk:customer portal pre hpg|ukncsavhp234.via.novonet|tivoli access manager - webseal|uklcp_ppd_ex_#c234
aviva uk:customer portal pre hpg|uknwsavhp233.via.novonet|tivoli access manager - webseal|uklcp_ppd_ex_#w233
aviva uk:customer portal pre hpg|uknwsavhp234.via.novonet|tivoli access manager - webseal|uklcp_ppd_ex_#w234
aviva uk:creditor uat hps(x)|wbslr01.via.novonet|tivoli access manager - webseal|uklcp_ppd_ex_#wbslr01
aviva uk:customer portal pre hpg|wbslr02.via.novonet|tivoli access manager - webseal|uklcp_ppd_ex_#wbslr02
aviva uk:customer portal pre hpg|wbslr03.via.novonet|tivoli access manager - webseal|uklcp_ppd_ex_#wbslr03
aviva uk:customer portal pre hpg|wbslr04.via.novonet|tivoli access manager - webseal|uklcp_ppd_ex_#wbslr04
aviva uk:customer portal prd hpg|ukncsavhp231.via.novonet|tivoli access manager - webseal|uklcp_prd_ex_#c231
aviva uk:customer portal prd hpg|ukncsavhp232.via.novonet|tivoli access manager - webseal|uklcp_prd_ex_#c232
aviva uk:customer portal prd hpg|uknwsavhp231.via.novonet|tivoli access manager - webseal|uklcp_prd_ex_#w231
aviva uk:customer portal prd hpg|uknwsavhp232.via.novonet|tivoli access manager - webseal|uklcp_prd_ex_#w232
aviva uk:customer portal prd hpg|wbslp01.via.novonet|tivoli access manager - webseal|uklcp_prd_ex_#wbslp01
aviva uk:eee ae opt out prd hpg|wbslp01.via.novonet|tivoli access manager - webseal|uklcp_prd_ex_#wbslp01
aviva uk:customer portal prd hpg|wbslp02.via.novonet|tivoli access manager - webseal|uklcp_prd_ex_#wbslp02
aviva uk:eee ae opt out prd hpg|wbslp02.via.novonet|tivoli access manager - webseal|uklcp_prd_ex_#wbslp02
aviva uk:customer portal prd hpg|wbslp03.via.novonet|tivoli access manager - webseal|uklcp_prd_ex_#wbslp03
aviva uk:eee ae opt out prd hpg|wbslp03.via.novonet|tivoli access manager - webseal|uklcp_prd_ex_#wbslp03
aviva uk:customer portal prd hpg|wbslp04.via.novonet|tivoli access manager - webseal|uklcp_prd_ex_#wbslp04
aviva uk:eee ae opt out prd hpg|wbslp04.via.novonet|tivoli access manager - webseal|uklcp_prd_ex_#wbslp04
aviva uk:customer portal prv hpp|ukncsavhp231.via.novonet|tivoli access manager - webseal|uklcp_pvw_ex_#c231
aviva uk:customer portal prv hpp|ukncsavhp232.via.novonet|tivoli access manager - webseal|uklcp_pvw_ex_#c232
